Q1,Q4_1,Q4_2,Q4_3,Q4_4,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15
1,2.249,23.369,23.816,17,5,3,5,4,5,4,6,6,5,5,2,6,2,6,7
1,9.462,47.595,48.984,17,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,11.199,53.59,54.642,16,5,5,5,6,5,5,5,6,5,5,5,5,6,6,7
1,6.781,63.669,64.678,24,7,7,7,6,6,7,7,6,7,7,7,7,7,6,7
1,5.863,27.919,28.527,15,6,6,6,5,6,6,5,5,6,6,6,6,6,6,7
1,4.882,31.644,39.765,16,6,5,5,6,6,6,6,7,5,6,6,5,6,5,7
1,7.027,50.771,51.535,15,6,6,6,4,6,6,4,6,6,5,6,4,7,4,7
1,1.593,48.5,49.852,55,6,7,7,6,6,6,5,5,6,7,5,7,7,6,7
1,4.95,22.846,24.803,17,5,6,5,6,5,5,4,5,5,6,5,4,6,3,7
1,2.291,25.647,26.542,49,3,6,4,3,4,5,5,6,5,5,5,6,4,5,7
1,17.897,176.681,177.918,15,6,5,7,6,5,5,6,3,5,7,6,4,6,6,7
1,3.167,20.087,31.755,17,5,6,4,5,6,5,6,5,4,3,5,3,6,5,7
1,2.435,40.36,42.156,25,5,5,5,4,5,5,6,3,5,5,5,5,5,6,7
1,16.009,80.894,81.852,17,4,5,4,5,3,6,6,6,6,5,6,5,6,6,7
1,4.965,19.081,26.464,17,6,5,5,6,6,6,7,7,6,6,5,6,7,5,7
1,5.568,61.363,62.425,18,7,6,6,6,6,6,5,6,6,6,6,6,6,6,7
1,0.902,20.087,21.466,20,7,6,6,6,5,7,6,7,6,7,6,7,7,6,7
1,7.633,44.537,47.43,15,6,7,7,7,6,6,7,6,6,6,7,7,6,6,7
1,3.262,20.861,21.781,15,7,7,7,3,6,5,7,7,6,7,7,3,4,1,6
1,5.903,39.932,42.443,18,7,6,6,6,6,7,6,6,6,7,6,6,6,6,7
1,6.522,57.914,59.228,15,6,6,5,3,6,6,6,5,5,5,6,5,7,6,7
1,17.903,71.463,72.358,17,4,5,4,4,4,5,5,5,5,3,4,4,3,5,7
1,3.681,56.79,57.555,48,7,7,5,5,6,7,6,4,6,7,6,6,6,5,7
1,5.105,33.229,33.744,19,6,6,6,6,7,6,5,4,6,6,5,6,6,5,7
1,11.52,44.651,45.478,15,5,5,6,5,4,5,5,5,7,6,5,6,6,5,7
1,2.695,20.169,22.767,19,6,6,6,5,6,5,7,6,7,5,7,7,5,7,7
1,10.75,28.517,41.446,15,6,5,6,7,5,6,6,5,6,6,6,5,7,7,7
1,2.868,54.74,55.647,57,6,6,6,3,7,6,5,6,5,6,5,6,6,6,7
1,3.95,30.598,31.655,18,6,5,6,6,6,5,6,6,6,5,6,6,6,6,7
1,3.419,21.424,22.387,18,5,6,5,6,4,5,5,6,5,5,5,6,6,5,7
1,8.733,33.01,33.013,15,6,5,7,7,7,5,6,,7,7,5,6,6,7,7
1,5.75,33.583,55.218,16,6,5,7,6,6,5,7,6,7,6,5,6,6,7,7
1,9.332,40.175,51.135,16,7,5,6,6,6,7,6,5,7,6,7,6,7,7,7
1,12.687,25.663,44.071,16,7,6,5,7,7,6,6,6,7,6,6,7,7,6,7
1,9.542,43.918,44.744,15,7,5,5,6,6,7,5,7,7,6,6,6,7,5,7
1,7.171,78.603,82.304,17,5,1,7,4,6,4,7,2,3,4,3,6,2,5,7
1,15.099,54.692,55.407,15,7,7,7,7,5,6,7,6,7,6,7,6,6,7,7
1,7.554,24.467,41.267,15,5,5,6,6,5,7,5,7,6,5,7,6,6,7,7
1,2.599,22.348,22.374,36,6,6,6,4,7,6,6,6,6,4,5,6,4,5,7
1,2.265,59.644,62.508,28,6,6,7,7,6,5,5,6,5,6,6,7,6,5,7
1,15.65,26.549,58.568,15,6,7,5,6,7,6,6,6,5,5,7,6,7,5,7
1,3.701,28.947,35.211,19,6,5,6,5,6,6,7,6,5,6,5,6,7,7,7
1,6.145,18.429,54.744,17,5,6,6,7,7,6,6,5,6,7,6,6,7,7,7
1,2.173,116.984,118.06,64,6,5,6,4,6,7,4,6,4,6,4,6,7,6,7
1,10.005,36.552,62.068,15,6,7,6,5,6,6,5,5,7,5,6,7,6,6,7
1,3.52,25.76,33.152,16,6,6,7,7,6,7,7,6,5,5,6,6,5,6,7
1,9.241,71.45,73.123,40,7,6,7,7,5,6,6,5,5,6,7,6,7,6,7
1,10.797,50.467,75.546,16,5,6,6,6,7,6,7,7,7,6,5,5,6,6,7
1,11.227,29.828,51.062,15,7,7,7,6,6,7,6,6,5,6,5,6,6,5,7
1,4.945,39.493,40.872,25,6,5,4,5,4,6,6,5,6,6,5,6,6,5,5
1,4.296,31.442,34.185,19,5,6,5,7,6,6,5,7,6,6,6,6,6,6,7
1,4.065,37.328,38.103,17,6,6,4,7,4,6,6,6,6,6,6,6,6,5,7
1,2.137,10.586,21.617,15,5,5,7,7,6,6,6,5,5,6,6,6,7,6,7
1,6.082,19.602,32.523,15,5,7,5,6,5,6,7,6,6,7,6,6,7,6,7
1,1.488,47.699,50.1,17,6,6,6,6,6,7,6,5,7,7,5,5,7,6,7
1,6.086,22.32,25.718,16,7,5,6,6,6,7,5,6,6,5,6,6,5,7,7
1,3.412,33.834,35.213,45,6,5,4,4,5,6,7,5,5,6,5,5,4,5,7
1,3.864,46.627,47.59,18,6,6,5,6,6,5,6,5,6,6,5,7,5,6,7
1,7.899,51.957,66.689,17,7,5,6,3,5,6,6,5,6,5,5,7,5,6,7
1,17.103,62.929,63.269,18,5,7,7,5,7,6,6,6,6,5,6,6,7,6,7
1,4.093,31.361,32.137,17,6,6,7,6,6,6,5,6,6,6,5,6,6,6,7
1,5.589,27.185,38.287,15,6,5,5,6,5,7,5,6,6,7,6,7,6,6,7
1,8.878,41.244,90.31,15,6,6,5,6,5,7,6,6,5,7,5,6,6,7,7
1,12.474,61.382,63.384,16,6,6,5,5,6,7,7,6,6,6,5,6,5,5,7
1,6.473,49.239,85.715,15,7,6,7,5,6,6,5,7,6,7,6,5,7,7,7
1,5.664,44.121,85.896,15,6,7,6,7,5,6,5,5,6,7,7,6,5,7,7
1,3.015,73.498,96.013,16,6,6,7,7,5,6,6,6,7,6,7,5,5,6,7
1,20.717,206.763,214.577,18,6,5,5,6,6,6,5,7,6,5,6,5,7,6,7
1,2.124,36.537,48.998,15,5,7,5,5,6,7,7,6,5,7,7,6,6,7,7
1,9.913,63.059,63.934,18,6,3,6,6,3,6,4,5,3,5,5,7,6,6,7
1,14.922,112.002,115.601,21,6,6,5,6,7,7,7,6,6,7,5,6,5,6,7
1,10.577,39.129,40.943,19,5,5,5,4,5,5,6,6,6,5,5,6,5,6,7
1,10.488,118.207,120.343,32,5,6,5,6,7,7,7,7,6,7,7,6,7,6,7
1,9.627,34.861,35.382,16,4,5,5,3,3,6,5,7,6,6,4,4,4,6,7
1,16.301,76.471,77.261,21,7,5,4,3,6,7,7,7,7,7,6,4,4,7,7
1,11.842,45.357,46.217,17,7,6,7,6,6,7,1,6,7,7,7,7,7,7,7
1,6.401,45,51.605,17,6,3,2,2,5,6,5,3,5,6,4,7,5,5,7
1,2.104,37.248,47.875,16,6,6,7,7,6,5,6,6,5,7,5,7,7,6,7
1,5.262,83.622,93.734,17,7,7,7,7,6,7,5,6,5,5,5,7,7,6,6
1,3.723,37.037,38.551,16,6,5,6,6,6,6,6,7,6,7,6,6,6,6,7
1,4.755,44.619,45.534,16,5,5,4,5,4,6,6,6,6,4,5,5,6,6,7
1,18.485,62.453,64.263,15,6,6,4,5,6,6,6,5,5,6,6,7,6,6,7
1,0.289,23.544,24.213,53,6,6,6,6,7,6,7,6,6,6,6,6,6,7,7
1,4.798,41.233,42.129,17,5,7,2,4,2,5,4,7,5,5,4,3,3,6,7
1,5.238,23.095,23.8,15,5,6,6,6,6,5,6,5,6,6,6,6,6,6,7
1,38.867,198.84,199.51,16,6,6,5,7,6,6,7,7,7,4,6,6,7,6,7
1,14.901,72.907,74.36,19,6,5,4,6,6,6,6,6,6,5,6,4,6,6,7
1,4.72,58.282,58.919,21,5,2,3,3,5,3,6,2,7,7,1,6,1,4,7
1,5.352,58.931,60.164,21,7,6,6,7,6,7,6,6,6,5,6,5,6,6,7
1,6.668,61.596,63.379,15,4,7,6,4,6,6,6,7,6,6,6,7,7,7,7
1,3.158,34.555,35.98,15,6,6,3,6,6,7,6,7,5,6,6,4,6,4,7
1,6.229,63.819,64.584,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7
1,4.516,84.309,85.224,21,6,5,4,4,6,6,6,5,5,6,5,6,5,4,7
1,3.797,44.422,45.162,18,6,6,5,7,6,7,7,6,7,5,7,7,6,7,7
1,4.928,104.768,105.631,62,5,7,7,2,4,7,7,4,6,4,2,4,7,5,7
1,17.678,99.13,110.027,22,5,6,4,5,5,6,6,6,5,5,5,5,6,6,7
1,2.613,63.598,64.598,65,5,6,5,6,4,5,5,5,5,5,5,5,5,4,7
1,42.573,96.047,97.218,16,6,6,6,7,5,7,7,6,6,6,7,4,7,6,7
1,6.049,55.252,57.317,15,7,7,7,7,5,7,7,7,7,7,7,7,7,6,7
1,22.333,87.557,90.294,16,5,2,2,3,2,5,4,5,5,2,3,5,2,3,7
1,7.738,47.405,48.582,15,5,4,5,5,5,4,4,4,4,3,4,5,5,5,7
1,23.497,139.123,142.405,38,5,4,5,3,4,5,5,5,5,4,4,3,4,4,7
1,12.901,59.28,60.985,30,7,7,6,7,6,7,7,7,7,6,7,7,7,7,7
1,11.62,36.843,37.714,15,6,6,6,6,6,7,6,6,6,6,6,6,7,6,7
1,10.226,21.118,26.978,16,6,4,5,6,4,3,6,4,5,2,3,3,3,6,7
1,2.938,22.54,23.104,16,6,6,6,2,6,7,6,7,7,3,4,7,5,7,7
1,11.78,53.748,59.316,17,7,7,6,7,7,7,7,6,7,6,7,7,7,7,7
1,15.324,124.567,127.349,20,7,1,5,5,6,3,7,5,7,7,3,7,4,4,7
1,7.477,15.289,18.368,15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,16.84,105.848,106.998,15,7,6,6,7,6,6,5,7,7,7,5,6,7,7,7
1,4.936,53.123,55.611,17,5,5,7,5,5,5,5,4,6,6,7,7,7,4,7
1,5.848,187.963,188.664,16,7,5,5,4,5,4,6,2,5,6,5,6,3,5,7
1,6.869,71.252,73.344,18,7,6,5,5,6,7,6,7,6,6,5,7,6,6,7
1,5.465,53.631,58.885,16,6,6,6,7,6,6,5,7,6,6,6,6,5,7,7
1,13.028,136.14,137.459,17,5,5,4,6,5,5,4,6,5,3,5,5,6,5,7
1,2.031,26.819,27.415,17,7,7,7,7,7,7,1,7,7,7,6,7,7,6,7
1,17.928,68.078,68.999,15,5,4,5,5,5,5,5,5,6,6,4,4,4,5,7
1,1.967,66.283,67.703,62,5,5,5,7,6,6,5,5,6,7,6,7,6,5,7
1,6.038,45.928,50.197,19,6,5,6,6,6,6,6,6,6,6,6,6,6,6,7
1,1.835,74.343,75.554,45,4,6,2,7,1,6,6,6,6,5,5,5,7,3,7
1,0,0,91.754,0,6,4,4,1,4,7,4,7,2,4,4,7,1,5,7
1,7.726,189.553,190.606,15,6,3,5,3,5,7,6,4,3,6,3,6,2,5,7
1,5.128,45.329,47.842,16,7,6,6,7,4,7,6,5,7,7,7,7,6,6,7
1,2.063,580.487,581.691,15,6,6,6,7,6,7,5,5,6,6,6,5,7,6,7
1,9.391,22.385,23.606,19,5,6,5,5,5,6,4,4,5,4,5,5,5,4,5
1,1.346,11.278,14.274,21,5,6,6,5,5,5,5,6,5,6,5,6,5,6,6
,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,
1,2.169,18.683,18.685,18,,5,6,6,6,7,5,6,6,7,6,7,7,7,7
1,23.658,68.908,70.056,17,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7
1,0,0,3.64,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
1,11.919,62.548,64.524,16,6,5,6,6,5,6,6,7,6,7,4,6,7,6,7
1,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,
1,1.669,3.309,3.324,3,,,,,1,,,,,,,,,,
1,2.092,17.09,18.798,15,5,3,5,5,3,6,4,4,3,4,4,5,5,6,4
1,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,
